station_index,latitude,longitude,date_time,time_zone,aqi,city_name,city_url,dominant_pollution,pollution_co,pollution_dew,pollution_h,pollution_o3,pollution_p,pollution_pm10,pollution_pm25,pollution_r,pollution_so2,pollution_t
1,44.150528,-77.3955,2019-10-06 01:00:00,-05:00,25,https://aqicn.org/city/canada/ontario/belleville,,o3,,,,24.8,1022.5,,5,,,10.5
2,43.69875,-79.780917,2019-10-06 01:00:00,-05:00,25,https://aqicn.org/city/canada/ontario/brampton,,pm25,2.8,,,10.4,1015.7,,25,,0.2,11.6
3,43.138611,-80.292639,2019-10-06 01:00:00,-05:00,42,https://aqicn.org/city/canada/ontario/brantford,,pm25,6.6,,,1.6,1018.1,,42,,0.5,
4,43.315111,-79.802639,2019-10-06 01:00:00,-05:00,42,https://aqicn.org/city/canada/ontario/burlington,,pm25,3.7,,86.5,4,981.7,,42,,0.6,11.1
5,42.403694,-82.208306,2019-10-06 01:00:00,-05:00,42,https://aqicn.org/city/canada/ontario/chatham,,pm25,,,,22.4,991.9,,42,,,14.4
6,45.017972,-74.735222,2019-10-06 01:00:00,-05:00,13,https://aqicn.org/city/canada/ontario/cornwall,,pm25,,,,12.8,,,13,,,
7,45.224278,-78.932944,2019-10-06 01:00:00,-05:00,23,https://aqicn.org/city/canada/ontario/dorset,,o3,,,,23.3,1010.8,,9,,,8.8
8,43.333083,-81.742889,2019-10-06 01:00:00,-05:00,18,https://aqicn.org/city/canada/ontario/grand-bend,,o3,,,,17.6,1013.4,,9,,,10.5
9,43.551611,-80.264167,2019-10-06 01:00:00,-05:00,21,https://aqicn.org/city/canada/ontario/guelph,,pm25,,,,14.5,1016.2,,21,,,
10,43.257778,-79.861667,2019-10-06 01:00:00,-05:00,13,https://aqicn.org/city/canada/ontario/hamilton-downtown,,pm25,3.7,,,4.8,1016.7,,13,,0.6,8.3
11,43.229417,-79.862778,2019-10-06 01:00:00,-05:00,25,https://aqicn.org/city/canada/ontario/hamilton-mountain,,pm25,6.6,,,18.4,1016.7,,25,,0.6,8.3
12,43.257444,-79.90775,2019-10-06 01:00:00,-05:00,38,https://aqicn.org/city/canada/ontario/hamilton-west,,pm25,6.6,,,1.6,1016.7,,38,,0.6,8.3
13,44.219722,-76.521111,2019-10-06 01:00:00,-05:00,26,https://aqicn.org/city/canada/ontario/kingston,,o3,,,,26.4,1021.8,,13,,,9.7
14,43.443833,-80.503806,2019-10-06 01:00:00,-05:00,17,https://aqicn.org/city/canada/ontario/kitchener,,pm25,,,,7.3,,,17,,,10.5
15,42.97446,-81.200858,2019-10-06 01:00:00,-05:00,16,https://aqicn.org/city/canada/ontario/london,,o3,,,,16,980.9,,9,,,
16,43.54697,-79.65869,2019-10-06 01:00:00,-05:00,21,https://aqicn.org/city/canada/ontario/mississauga,,pm25,2.8,,,10.4,1016.7,,21,,0.2,11.1
17,,,,-0500,-,http://aqicn.org/city/canada/ontario/morrisburg/,,,,,88,,1009,,,0,,21.15
18,44.044306,-79.48325,2019-10-06 01:00:00,-05:00,18,https://aqicn.org/city/canada/ontario/newmarket,,o3,2.8,,,17.6,1018.4,,9,,0.2,10.5
19,46.323194,-79.449278,2019-10-06 01:00:00,-05:00,23,https://aqicn.org/city/canada/ontario/north-bay,,o3,,,,23.3,1013.8,,9,,,9.6
20,43.486917,-79.702278,2019-10-06 01:00:00,-05:00,21,https://aqicn.org/city/canada/ontario/oakville,,pm25,6.6,,84.8,14.5,1016.3,,21,,0.2,12.6
21,43.945944,-78.894917,2019-10-06 01:00:00,-05:00,21,https://aqicn.org/city/canada/ontario/oshawa,,o3,,,77.2,20.8,1017.8,,9,,0.2,13.7
22,45.382528,-75.714194,2017-12-29 13:00:00,-05:00,25,http://aqicn.org/city/canada/ontario/ottawa-central/,,o3,,,64,24.8,1025,,9,,,-19.36
23,45.434333,-75.676,2019-10-06 01:00:00,-05:00,25,https://aqicn.org/city/canada/ontario/ottawa-downtown,,pm25,1.8,,84.4,14.5,1022.8,,25,,0.2,5.5
24,45.337861,-80.038167,2019-10-06 01:00:00,-05:00,23,https://aqicn.org/city/canada/ontario/parry-sound,,o3,,,,23.3,1010.8,,5,,,8.8
25,45.996722,-77.441194,2019-10-06 01:00:00,-05:00,18,https://aqicn.org/city/canada/ontario/petawawa,,o3,,,,18.4,1021.6,,9,,,
26,44.301917,-78.346222,2019-10-06 01:00:00,-05:00,16,https://aqicn.org/city/canada/ontario/peterborough,,o3,,,,16,1019.9,,9,,,
27,42.672083,-81.162889,2019-10-06 01:00:00,-05:00,25,https://aqicn.org/city/canada/ontario/port-stanley,,o3,,,,24.8,980.9,,13,,,
28,42.982278,-82.405083,2019-10-06 01:00:00,-05:00,18,https://aqicn.org/city/canada/ontario/sarnia,,o3,,,,18.4,1011.2,,17,,0.3,14.7
29,46.533194,-84.309917,2019-10-06 01:00:00,-05:00,23,https://aqicn.org/city/canada/ontario/sault-ste-marie,,o3,,,,23.3,1008.8,,9,,0.2,
30,43.160056,-79.23475,2019-10-06 01:00:00,-05:00,25,https://aqicn.org/city/canada/ontario/st.-catharines,,pm25,,,,23.3,1018.8,,25,,,12.2
31,46.49194,-81.003105,2019-10-06 01:00:00,-05:00,22,https://aqicn.org/city/canada/ontario/sudbury,,o3,,,,21.6,1014.2,,9,,0.2,9.3
32,48.379389,-89.290167,2019-10-06 01:00:00,-05:00,16,https://aqicn.org/city/canada/ontario/thunder-bay,,o3,,,,16,997.9,,5,,,
33,44.314472,-81.549722,2019-10-06 01:00:00,-05:00,20,https://aqicn.org/city/canada/ontario/tiverton,,o3,,,,20,1011.9,,9,,,11.6
34,43.662972,-79.388111,2019-10-06 01:00:00,-05:00,24,https://aqicn.org/city/canada/ontario/toronto-downtown,,o3,2.8,,64.8,24.1,1019.8,,21,,0.2,13.8
35,43.747917,-79.274056,2019-10-06 01:00:00,-05:00,25,https://aqicn.org/city/canada/ontario/toronto-east,,pm25,2.8,,86.6,22.4,1015.5,,25,,0.2,11.8
36,43.781611,-79.417722,2019-10-06 01:00:00,-05:00,18,https://aqicn.org/city/canada/ontario/toronto-north,,o3,2.8,,,18.4,1014.9,,13,,0.2,9.4
37,43.709444,-79.5435,2019-10-06 01:00:00,-05:00,19,https://aqicn.org/city/canada/ontario/toronto-west,,o3,2.8,,,19.2,1017.6,,9,,0.2,13.3
38,42.315778,-83.043667,2019-10-06 01:00:00,-05:00,21,https://aqicn.org/city/canada/ontario/windsor-downtown,,pm25,3.4,,80.5,14.5,,,21,,0.2,
39,42.292889,-83.073139,2019-10-06 01:00:00,-05:00,46,https://aqicn.org/city/canada/ontario/windsor-west,,pm25,5.6,,80.5,12.8,,,46,,0.5,
40,68.356994,-133.714063,2019-10-05 21:00:00,-05:00,19,https://aqicn.org/city/canada/northwestterritories/inuvik,,o3,3.8,,,19.2,,10,17,,0.6,
41,65.279676,-126.812887,2019-10-05 21:00:00,-05:00,20,https://aqicn.org/city/canada/northwestterritories/norman-wells,,o3,,0.5,,19.6,,3,4,,3.9,1.5
42,62.452084,-114.364031,2019-10-05 21:00:00,-05:00,28,https://aqicn.org/city/canada/northwestterritories/yellowknife,,pm25,3.1,,,7.6,1001.4,22,28,,1.2,3.8
43,-122.29616,38.31097,2018-05-14 11:00:00,-08:00,30,http://aqicn.org/city/california/north-counties/napa/,,pm25,31.2,,,19.2,,,30,,,
44,37.9723,-122.52011,2018-09-14 00:00:00,-08:00,25,http://aqicn.org/city/california/north-counties/san-rafael/,,pm25,28.9,,,16,1016.2,,25,,1.2,57
45,,,,-0800,-,http://aqicn.org/city/california/north-counties/santa-rosa/,,,,,,,,,,,,
46,38.10251,-122.238,2018-09-14 00:00:00,-08:00,17,http://aqicn.org/city/california/north-counties/vallejo/,,pm25,18.9,,87,20.8,1013.7,,17,,0.5,
47,37.74306,-122.16994,2018-09-13 23:00:00,-08:00,15,http://aqicn.org/city/california/coast-and-central-bay/oakland/,,o3,32.3,,87,14.5,1014.5,,13,,0.2,13.3
48,37.8148,-122.28236,2018-09-13 23:00:00,-08:00,25,http://aqicn.org/city/california/coast-and-central-bay/oakland-west/,,pm25,33.4,,87,18.4,1014.4,,25,,0.2,13.7
49,37.76595,-122.39902,2018-09-14 00:00:00,-08:00,9,http://aqicn.org/city/california/coast-and-central-bay/san-francisco/,,pm25,16.7,,87,20.8,1014.6,,9,,0.2,58
50,37.9604,-122.3568,2018-09-13 23:00:00,-08:00,22,http://aqicn.org/city/california/coast-and-central-bay/san-pablo/,,o3,31.2,,93.6,21.6,1013.9,,17,,0.6,57
51,37.936,-122.0262,2018-09-14 00:00:00,-08:00,17,http://aqicn.org/city/california/eastern-district/concord/,,pm25,34.5,,79.2,12.8,1015.9,,17,,0.3,13.6
52,37.6875,-121.7842,2018-09-14 00:00:00,-08:00,25,http://aqicn.org/city/california/eastern-district/livermore/,,pm25,,,,20,1011.5,,25,,,12.7
53,37.48293,-122.20348,2018-09-14 00:00:00,-08:00,9,http://aqicn.org/city/california/south-central-bay/redwood-city/,,pm25,21.2,,,20,1014.2,,9,,,10.2
54,,,,-0800,-,http://aqicn.org/city/california/santa-clara-valley/cupertino/,,,,,,,,,,,,
55,36.99958,-121.57466,2018-09-14 00:00:00,-08:00,5,http://aqicn.org/city/california/santa-clara-valley/gilroy/,,pm25,,,,21.6,1014.6,,5,,,12.7
56,,,,-0800,-,http://aqicn.org/city/california/santa-clara-valley/san-jose-central/,,,,,,,,,,,,
58,41.051896,-73.763648,2019-10-05 23:00:00,-04:00,22,https://aqicn.org/city/usa/newyork/white-plains,,pm25,3,,86,4.8,1015.3,,22,,,44.9
59,40.819732,-73.948239,2019-10-05 23:00:00,-04:00,10,https://aqicn.org/city/usa/newyork/ccny,,pm25,2.6,,60.4,16,1028.1,,10,,,14.1
60,40.815517,-73.885552,2019-10-05 23:00:00,-04:00,24,https://aqicn.org/city/usa/newyork/is-74,,pm25,1.9,,60.4,4,1028.1,,24,,,14.1
61,40.64182,-73.885552,2019-10-05 23:00:00,-04:00,26,https://aqicn.org/city/usa/newyork/ps-314,,pm25,2.7,,,3.2,1028.2,,26,,,14.8
62,40.72698,-73.89312,2019-10-05 23:00:00,-04:00,5,https://aqicn.org/city/usa/newyork/maspeth,,pm25,2.7,,60.4,3.2,1028.1,,5,,,14.1
63,40.743156,-73.585513,2019-10-05 23:00:00,-04:00,35,https://aqicn.org/city/usa/newyork/eisenhower-park,,pm25,3,,,27.2,1026.9,,35,,,50.4
64,40.848913,-73.930604,2019-10-05 23:00:00,-04:00,13,https://aqicn.org/city/usa/newyork/is-143,,pm25,2.2,,82.7,26.4,1028.5,,13,,,10.2
65,40.580254,-74.198295,2019-10-05 23:00:00,-04:00,7,https://aqicn.org/city/usa/newyork/fresh-kills-west,,pm25,0.1,,78.5,24.1,1027.5,,7,,,12.7
67,44.61569,-123.091457,2019-10-05 21:00:00,-07:00,45,https://aqicn.org/city/usa/oregon/albany,,pm25,,,,32.8,1030.9,9,45,,,11.1
68,42.290094,-123.2321,2019-10-05 21:00:00,-07:00,21,https://aqicn.org/city/usa/oregon/applegate-valley,,pm25,,,,28.9,1024.7,,21,,,7.2
69,44.78822,-117.8446,2019-10-05 21:00:00,-07:00,104,https://aqicn.org/city/usa/oregon/baker-city,,pm25,,,,,1028.7,,104,,,
70,45.470191,-122.816411,2019-10-05 21:00:00,-07:00,59,https://aqicn.org/city/usa/oregon/beaverton,,pm25,4.5,,,0.1,1028.6,9,59,,,7.7
71,44.063916,-121.312554,2019-10-05 21:00:00,-07:00,44,https://aqicn.org/city/usa/oregon/bend,,pm25,,,,,1022.1,,44,,,6.1
72,43.58925,-119.04872,2019-10-05 21:00:00,-07:00,74,https://aqicn.org/city/usa/oregon/burns,,pm25,,,,,26.07,,74,,,7.2
73,42.1617,-123.64835,2019-10-05 21:00:00,-07:00,15,https://aqicn.org/city/usa/oregon/cave-junction,,pm25,,,,,1024.9,,15,,,
74,44.5884,-123.2673,2019-10-05 21:00:00,-07:00,31,https://aqicn.org/city/usa/oregon/corvallis,,pm25,,,,32.8,1026.6,9,31,,,13.3
75,45.426351,-117.296066,2019-10-05 21:00:00,-07:00,35,https://aqicn.org/city/usa/oregon/enterprise,,pm25,,,,,1027.2,,35,,,0.5
76,42.434149,-123.348466,2019-10-05 21:00:00,-07:00,37,https://aqicn.org/city/usa/oregon/grants-pass,,pm25,,,,,29.25,,37,,,13
77,45.828968,-119.262991,2019-10-03 13:00:00,-07:00,26,https://aqicn.org/city/usa/oregon/hermiston,,o3,,,41.1,26.4,1011.3,,14,,,17
78,45.528501,-122.972398,2019-10-05 21:00:00,-07:00,59,https://aqicn.org/city/usa/oregon/hillsboro,,pm25,4.5,,,0.1,1028.6,9,59,,,19.4
79,44.418,-118.9513,2019-10-05 21:00:00,-07:00,103,https://aqicn.org/city/usa/oregon/john-day,,pm25,,0.3,62.3,,1028.9,,103,,,
80,42.190296,-121.731369,2019-10-05 21:00:00,-07:00,25,https://aqicn.org/city/usa/oregon/klamath-falls,,pm25,,,56,,26.06,,25,,,7.6
81,45.323625,-118.078063,2019-10-05 20:00:00,-07:00,35,https://aqicn.org/city/usa/oregon/la-grande,,pm25,,,69,,25.06,,35,,,7
82,42.189215,-120.353969,2019-10-05 21:00:00,-07:00,59,https://aqicn.org/city/usa/oregon/lakeview,,pm25,,,,,25.51,,59,,,7.8
83,44.778743,-122.617048,2019-10-05 21:00:00,-07:00,103,https://aqicn.org/city/usa/oregon/lyons,,pm25,,,,32.8,1027.1,9,103,,,7.2
84,42.229891,-122.7877,2019-10-03 13:00:00,-07:00,29,https://aqicn.org/city/usa/oregon/medford,,o3,,,,28.9,1016.6,,15,,,
85,45.652231,-118.823033,2019-10-05 21:00:00,-07:00,21,https://aqicn.org/city/usa/oregon/pendleton,,pm25,,,,26.4,29.2,,21,,,9.4
86,45.496641,-122.602877,2019-10-05 21:00:00,-07:00,70,https://aqicn.org/city/usa/oregon/portland,,pm25,4.7,,,0.1,1028.5,9,70,,1.5,
87,44.299787,-120.844773,2019-10-05 21:00:00,-07:00,49,https://aqicn.org/city/usa/oregon/prineville,,pm25,,,58,,27.33,,49,,,7.9
88,43.2266,-123.36479,2019-10-05 21:00:00,-07:00,27,https://aqicn.org/city/usa/oregon/roseburg,,pm25,,,,,1025.5,,27,,,
89,44.943114,-123.005934,2019-10-05 21:00:00,-07:00,61,https://aqicn.org/city/usa/oregon/salem,,pm25,,,,22.4,1028.2,9,61,,,
90,42.623225,-122.810158,2019-10-05 21:00:00,-07:00,18,https://aqicn.org/city/usa/oregon/shady-cove,,pm25,,,,28.9,1026.3,,18,,,9.4
91,45.014998,-122.790382,2019-10-05 21:00:00,-07:00,63,https://aqicn.org/city/usa/oregon/silverton,,pm25,,,,22.4,1027.5,9,63,,,8.8
92,44.2921,-121.5555,2019-10-05 21:00:00,-07:00,28,https://aqicn.org/city/usa/oregon/sisters,,pm25,,,,,,,28,,,2.7
93,44.395791,-122.7305,2019-10-05 21:00:00,-07:00,86,https://aqicn.org/city/usa/oregon/sweet-home,,pm25,,,,,1026.6,9,86,,,8.8
94,45.602419,-121.203387,2019-10-05 16:00:00,-07:00,18,https://aqicn.org/city/usa/oregon/the-dalles,,pm25,,,58.2,,,,18,,,17.3
95,44.63062,-121.13165,2019-10-05 21:00:00,-07:00,39,https://aqicn.org/city/usa/oregon/madras,,pm25,,,,,1032.4,,39,,,7.7
96,46.97228,-123.83173,2019-10-05 21:00:00,-07:00,19,https://aqicn.org/city/usa/washington/aberdeen/division-st,,pm25,,,,,,,19,,,
97,47.64476,-117.58913,2016-10-05 14:00:00,-07:00,-,http://aqicn.org/city/usa/washington/airway-heights/w-12th-ave/,,,,,34.2,,1021.3,16,8,,,18.1
98,-122.61428,48.52059,2018-09-01 21:00:00,-07:00,38,http://aqicn.org/city/usa/washington/anacortes-202--avenue/,,pm25,,,72.5,24.1,1017.9,,38,,1.5,15.1
99,48.4654,-122.56,2019-10-03 06:00:00,-07:00,18,https://aqicn.org/city/usa/washington/anacortes/bartholomew-rd,,o3,,,,17.6,1013.9,,6,,1.5,11.6
100,47.61311,-122.20161,2018-09-01 21:00:00,-07:00,18,http://aqicn.org/city/usa/washington/bellevue/bellevue-way/,,pm25,3.3,,,16,,,18,,1.5,
101,48.76278,-122.44028,2018-09-01 21:00:00,-07:00,34,http://aqicn.org/city/usa/washington/bellingham/yew-st/,,pm25,,,,9.6,,,34,,1.5,
102,47.592675,-122.62739,2019-10-05 21:00:00,-07:00,31,https://aqicn.org/city/usa/washington/bremerton/spruce-ave,,pm25,3.2,,94.3,16,1030.5,,31,,1.5,8.3
103,48.29786,-124.62491,2019-10-05 21:00:00,-07:00,19,https://aqicn.org/city/usa/washington/cheeka-peak,,o3,1.2,,,19.2,1030.7,,8,,,9.4
104,46.66409,-122.96732,2019-10-05 21:00:00,-07:00,43,https://aqicn.org/city/usa/washington/chehalis/market-blvd,,pm25,,10.3,,6.4,,,43,,,10.3
105,46.425416,-117.060445,2019-10-05 21:00:00,-07:00,38,https://aqicn.org/city/usa/washington/clarkston/13th-st,,pm25,,,70.5,,1026.5,,38,,,4.4
106,47.8082264,-117.34327,2019-10-01 07:00:00,-07:00,7,https://aqicn.org/city/usa/washington/colbert/greenbluff-rd,,o3,,,71.7,7.3,1020.7,16,51,,,-1.5
107,48.54296,-117.90326,2018-09-01 20:00:00,-07:00,33,http://aqicn.org/city/usa/washington/colville/oak-st-s/,,pm25,,,15.5,,1012.5,24,33,,,15.9
108,48.95074,-122.55441,2019-10-05 21:00:00,-07:00,73,https://aqicn.org/city/usa/washington/custer/loomis,,pm25,,,,3.2,1030.6,,73,,1.7,5.5
109,48.2468,-121.6031,2019-10-05 21:00:00,-07:00,12,https://aqicn.org/city/usa/washington/darrington/fir-st,,pm25,,,,,1025.4,,12,,,6.1
110,46.318,-117.985,2019-10-05 21:00:00,-07:00,41,https://aqicn.org/city/usa/washington/dayton/w-main-st,,pm25,,,,,1022.6,,41,,,7.7
111,46.99364,-120.545,2019-10-05 21:00:00,-07:00,50,https://aqicn.org/city/usa/washington/ellensburg/ruby-st,,pm25,,,,,1025.6,8,50,,,8.8
112,46.4085229,-120.5441734,2018-09-01 21:00:00,-07:00,41,http://aqicn.org/city/usa/washington/harrah-n-harrah-rd/,,pm25,,,,,,23,41,,,
113,46.21835,-119.20152,2019-10-05 21:00:00,-07:00,17,https://aqicn.org/city/usa/washington/kennewick/metaline,,pm25,,,,27.2,1028.5,7,17,,,12.2
114,47.38614,-122.23195,2019-10-05 21:00:00,-07:00,34,https://aqicn.org/city/usa/washington/kent/central-and-james,,pm25,2.6,,,9.6,1029.3,,34,,,11.8
115,47.029396,-122.821548,2019-10-05 20:00:00,-07:00,31,https://aqicn.org/city/usa/washington/lacey/college-st,,pm25,,,,6.4,1029.3,,31,,,8.8
116,46.8153,-117.8739,2019-10-05 21:00:00,-07:00,5,https://aqicn.org/city/usa/washington/lacrosse/hill-st,,pm25,,,,,1027.2,,5,,,9.4
117,47.75452,-122.28034,2019-10-05 21:00:00,-07:00,56,https://aqicn.org/city/usa/washington/lake-forest-park/town-center,,pm25,3.3,,,16,1028.5,,56,,,9.4
118,47.59886,-120.6647,2019-10-05 21:00:00,-07:00,33,https://aqicn.org/city/usa/washington/leavenworth/evans-st,,pm25,,,,,,,33,,,6.6
119,47.6603562,-117.0799962,2018-09-01 21:00:00,-07:00,61,http://aqicn.org/city/usa/washington/liberty-lake/e-valleyway/,,pm25,,,,,,41,61,,,
120,46.139443,-122.961944,2019-10-05 21:00:00,-07:00,50,https://aqicn.org/city/usa/washington/longview/30th-ave,,pm25,,,,,1029.3,,50,,,9.3
121,47.8064,-122.3167,2019-10-05 21:00:00,-07:00,65,https://aqicn.org/city/usa/washington/lynnwood/212-ult,,pm25,3.7,,,16,1027.6,,65,,,9.4
122,48.9477,-122.1471,2019-10-05 21:00:00,-07:00,60,https://aqicn.org/city/usa/washington/maple-falls/azure-way,,pm25,,,,3.2,1030.3,,60,,1.7,7.7
123,48.054315,-122.171529,2019-10-05 21:00:00,-07:00,55,https://aqicn.org/city/usa/washington/marysville/7th-ave,,pm25,3.7,,,17.6,1029.7,,55,,,7.2
124,46.5754,-119.0021,2019-10-05 21:00:00,-07:00,11,https://aqicn.org/city/usa/washington/mesa/pepiot-way,,pm25,,,,27.2,992.1,7,11,,,10.5
125,47.1303,-119.2737,2019-10-05 21:00:00,-07:00,21,https://aqicn.org/city/usa/washington/moses-lake/balsam-st,,pm25,,,,,1026.3,,21,,,10.5
126,48.4102,-122.3376,2019-10-05 21:00:00,-07:00,18,https://aqicn.org/city/usa/washington/mt-vernon/s-second-st,,pm25,,,,17.6,1027.5,,18,,1.5,8.3
127,48.366058,-124.610045,2019-10-05 20:00:00,-07:00,19,https://aqicn.org/city/usa/washington/neah-bay-2/makah-tribe,,o3,1.2,,,19.2,1030.7,,44,,,9.4
128,47.49022,-121.77278,2019-10-05 21:00:00,-07:00,20,https://aqicn.org/city/usa/washington/north-bend/north-bend-way,,pm25,3.3,,,22.4,1028.1,,20,,,8.3
129,48.2944,-122.66,2019-10-05 21:00:00,-07:00,20,https://aqicn.org/city/usa/washington/oak-harbor/sw-6th,,pm25,,,,17.6,1031.1,,20,,1.5,
130,46.818292,-123.197083,2018-09-01 21:00:00,-07:00,24,http://aqicn.org/city/usa/washington/oakville/chehalis-tribe/,,o3,,,,24.1,,,20,,,
131,48.39999,-119.51896,2019-10-05 21:00:00,-07:00,38,https://aqicn.org/city/usa/washington/omak/colville-tribe,,pm25,,,,,,,38,,,6.1
132,48.11697,-123.46555,2018-09-01 21:00:00,-07:00,27,http://aqicn.org/city/usa/washington/port-angeles/w-14th-st/,,pm25,,,,,,,27,,,
133,48.12919,-122.77897,2019-10-05 21:00:00,-07:00,28,https://aqicn.org/city/usa/washington/port-townsend/san-juan-ave,,pm25,,,,17.6,1029.5,,28,,1.5,6.1
134,46.7244,-117.18014,2019-10-05 20:00:00,-07:00,4,https://aqicn.org/city/usa/washington/pullman/dexter-se,,pm25,,,,,1026.9,,4,,,6.9
135,47.1401,-122.3004,2019-10-05 21:00:00,-07:00,52,https://aqicn.org/city/usa/washington/puyallup/128th-st,,pm25,,,,,1029.3,,52,,,8.3
136,47.2372495,-122.409946,2018-09-01 21:00:00,-07:00,17,http://aqicn.org/city/usa/washington/puyallup/puyallup-tribe/,,pm25,,,,,,,17,,,
137,46.68562,-123.7285563,2018-04-10 07:00:00,-07:00,-,http://aqicn.org/city/usa/washington/raymond/commercial/,,,,,,,,,16,,,
138,47.128,-118.3819,2019-10-05 21:00:00,-07:00,14,https://aqicn.org/city/usa/washington/ritzville/alder-st,,pm25,,,,,1034.9,,14,,,
139,47.23136,-117.36856,2019-10-05 21:00:00,-07:00,15,https://aqicn.org/city/usa/washington/rosalia/josephine-st,,pm25,,,,18.4,936.1,15,15,,,
140,47.5682,-122.3086,2019-10-05 21:00:00,-07:00,17,https://aqicn.org/city/usa/washington/seattle/beacon-hill,,pm25,2.4,,81.5,16.8,1029.8,,17,,1.5,10.5
141,47.559975,-122.338265,2019-10-05 21:00:00,-07:00,34,https://aqicn.org/city/usa/washington/seattle/duwamish,,pm25,2.4,,,16.8,1029.2,,34,,1.5,11.6
142,47.6171136,-122.3044689,2019-10-05 20:00:00,-07:00,42,https://aqicn.org/city/usa/washington/seattle/olive-st,,pm25,3.3,,78.8,9.6,1029.7,,42,,1.5,11.2
143,47.6331,-122.3628,2018-09-01 21:00:00,-07:00,30,http://aqicn.org/city/usa/washington/seattle/queen-anne-hill/,,pm25,3.2,,,16,,,30,,1.5,
144,47.53091,-122.3208,2019-10-05 21:00:00,-07:00,46,https://aqicn.org/city/usa/washington/seattle/south-park,,pm25,2.4,,,16.8,1029.2,,46,,1.5,11.6
145,47.21355,-123.10081,2019-10-05 21:00:00,-07:00,38,https://aqicn.org/city/usa/washington/shelton/w-franklin,,pm25,,,,6.4,1028.7,,38,,,
146,47.672482,-117.36485,2019-10-05 21:00:00,-07:00,59,https://aqicn.org/city/usa/washington/spokane/augusta-ave,,pm25,,,81.8,,1028.3,25,59,,,5.5
147,47.663,-117.4283,2018-09-01 21:00:00,-07:00,45,http://aqicn.org/city/usa/washington/spokane/college-street/,,pm25,,,,,1012.2,16,45,,,
148,47.663962,-117.25765,2019-10-05 21:00:00,-07:00,61,https://aqicn.org/city/usa/washington/spokane/e-broadway-ave,,pm25,,,,,,25,61,,,
149,47.69983,-117.42631,2019-10-05 21:00:00,-07:00,50,https://aqicn.org/city/usa/washington/spokane/monroe-st,,pm25,,,,,1026.7,16,50,,,6.1
150,47.2656,-122.385,2019-10-05 15:00:00,-07:00,15,https://aqicn.org/city/usa/washington/tacoma/alexander-ave,,pm25,,,70.2,,,,15,,,16.3
151,47.18631,-122.45154,2019-10-05 20:00:00,-07:00,55,https://aqicn.org/city/usa/washington/tacoma/l-street,,pm25,,,91.5,,1029.2,,55,,,9.1
152,46.38024,-120.33266,2019-10-05 20:00:00,-07:00,8,https://aqicn.org/city/usa/washington/toppenish/yakama-tribe,,pm10,,,,,1024.7,8,17,,,12.2
153,48.069,-122.275,2018-09-01 21:00:00,-07:00,28,http://aqicn.org/city/usa/washington/tulalip/tulalip-tribe/,,pm25,2.4,,,13.6,,,28,,,
154,48.36451,-120.12113,2019-10-05 21:00:00,-07:00,35,https://aqicn.org/city/usa/washington/twisp/glover-st,,pm25,,,,,1024.7,,35,,,6.6
155,45.668065,-122.549247,2018-09-01 21:00:00,-07:00,17,http://aqicn.org/city/usa/washington/vancouver/fourth-plain-rd/,,pm25,,,,,,,17,,,
156,46.05881,-118.35147,2019-10-05 21:00:00,-07:00,18,https://aqicn.org/city/usa/washington/walla-walla/12th-st,,pm25,,,,,1027.4,,18,,,11.1
157,47.88528,-117.98865,2019-10-05 21:00:00,-07:00,4,https://aqicn.org/city/usa/washington/wellpinit/spokane-tribe,,pm25,,,84.5,,1026.2,16,4,,,2.5
158,47.43061,-120.34195,2019-10-05 21:00:00,-07:00,10,https://aqicn.org/city/usa/washington/wenatchee/fifth-st,,pm25,,,,,958.3,,10,,,12.7
159,48.47724,-120.19057,2019-10-05 21:00:00,-07:00,20,https://aqicn.org/city/usa/washington/winthrop/chewuch-rd,,pm25,,,,,,,20,,,7.2
160,46.37543,-120.72932,2019-10-05 20:00:00,-07:00,8,https://aqicn.org/city/usa/washington/white-swan/yakama-tribe,,pm10,,,,,1005.6,8,8,,,4.4
161,45.86639,-122.40889,2019-10-05 21:00:00,-07:00,60,https://aqicn.org/city/usa/washington/yacolt/yacolt-rd,,pm25,,,,,,,60,,,6.3
162,46.59495,-120.51228,2019-10-05 21:00:00,-07:00,21,https://aqicn.org/city/usa/washington/yakima/4th-ave,,pm25,,,36.6,,1023.7,8,21,,,15.7
163,46.4452069,-120.438234,2018-09-01 21:00:00,-07:00,30,http://aqicn.org/city/usa/washington/harrah/yakama-tribe/,,pm25,,,,,,23,30,,,
164,45.61071,-122.535634,2018-09-01 21:00:00,-07:00,17,http://aqicn.org/city/usa/washington/vancouver/ne-vancouver/,,pm25,,,,27,,,17,,,
177,29.7706975,-95.0312316,2019-10-05 22:00:00,-06:00,55,https://aqicn.org/city/texas/houston/baytown,,pm25,,,84.8,12.8,1013.5,,55,,0.2,
178,29.686389,-95.294722,2019-10-05 22:00:00,-06:00,59,https://aqicn.org/city/texas/houston/park-place,,pm25,2.3,,,40,1014.2,,59,,0.5,
179,29.5830473,-95.0155437,2019-10-05 22:00:00,-06:00,32,https://aqicn.org/city/texas/houston/seabrook-friendship-park,,o3,,,85.5,32,1013.2,,5,,0.2,27.2
